overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,category
3.0,True,"09 14, 2015",AA14AMM03HMXW,B000IJ84F6,,Amazon Customer,Too many drug ads.,Four Stars,1442188800,,,magazine_subscriptions
3.0,True,"06 8, 2013",A1PEOGIXZK8NEC,B00005NIOH,{'Format:': ' Print Magazine'},aunt lulu,I just decided that I will handle my subscription through NG.  It is simpler for me to contact their department. Thanks,National Geographic subscription,1370649600,,,magazine_subscriptions
3.0,True,"04 20, 2016",A12SMNXVNUCT29,B00005Q7E6,{'Format:': ' Print Magazine'},"Kenneth L. Jordan, Jr.",Gift for granddaughter...,Four Stars,1461110400,,,magazine_subscriptions
3.0,True,"11 26, 2015",A1APD0GQAENV32,B00005NIOC,{'Format:': ' Print Magazine'},Dave L.,I enjoyed my subscription to Men's Journal. The articles are great and I learned a few things to up my style game.,Men's Journal worked for me,1448496000,,,magazine_subscriptions
3.0,True,"07 17, 2014",A1YVERXNSRG014,B00005N7SC,{'Format:': ' Print Magazine'},J. Crawford,My customers love this Mag.!,Four Stars,1405555200,,,magazine_subscriptions
3.0,True,"04 12, 2014",AKX8OYVWM0FDZ,B00007B10Y,{'Format:': ' Print Magazine'},Yolanda,I found it here at $5.00 a year special. Perfect reading for a waiting room. Fits great in my purse. The initial delivery was as estimated and its reliable each month. I check out monthly specials for magazines in our home. I also renew when the magazine goes on special again. It just adds to the length of subscription. Also subscription are easy to managed right here on amazon. I've changed addresses a couple of times since the magazines have started. With no problems.,"Great mag for waiting the room, carpooling etc. Helps pass the time.",1397260800,,,magazine_subscriptions
3.0,True,"04 12, 2014",AKX8OYVWM0FDZ,B00007B10Y,{'Format:': ' Print Magazine'},Yolanda,I found it here at $5.00 a year special. Perfect reading for a waiting room. Fits great in my purse. The initial delivery was as estimated and its reliable each month. I check out monthly specials for magazines in our home. I also renew when the magazine goes on special again. It just adds to the length of subscription. Also subscription are easy to managed right here on amazon. I've changed addresses a couple of times since the magazines have started. With no problems.,"Great mag for waiting the room, carpooling etc. Helps pass the time.",1397260800,,,magazine_subscriptions
3.0,True,"05 23, 2015",A3DT3M3ADBA5AC,B00005N7S2,{'Format:': ' Kindle Edition'},Leland Dickerman,oh yea,Four Stars,1432339200,,,magazine_subscriptions
3.0,True,"10 28, 2017",A14TR6YD2W23A3,B00005N7OV,{'Format:': ' Print Magazine'},D Dee,"I've always enjoyed having an ""easy read"" magazine around the house. I can flip through it while watching TV, etc.
I have subscribed to several Amazon magazine deals, and have had no problem turning off the ""auto subscribe"" choice. We'll see if I have the same luck here.
The only reason this didn't get 5 stars was because this mag has a lot of info for parents & about kids. I'm retired, so it doesn't apply to me.",Great daily deal,1509148800,10,,magazine_subscriptions
3.0,True,"03 30, 2018",A2HO8XW5BZI8R9,B00005UMOT,{'Format:': ' Print Magazine'},Frank Babz,As advertised,As advertised,1522368000,,,magazine_subscriptions
3.0,True,"03 7, 2015",A3SCHXMAJDLLUU,B00005QDWH,{'Format:': ' Print Magazine'},J. Howell,uplifting stories about angel encounters that will make you feel good everytime you read them.,Lift your spirits everytime you read.,1425686400,,,magazine_subscriptions
3.0,True,"07 11, 2017",A1S7UFW5QWF2NJ,B000XXDJ70,,Diana Hansen,A good magazine,Four Stars,1499731200,,,magazine_subscriptions
3.0,True,"04 12, 2014",AKX8OYVWM0FDZ,B00007B10Y,{'Format:': ' Print Magazine'},Yolanda,I found it here at $5.00 a year special. Perfect reading for a waiting room. Fits great in my purse. The initial delivery was as estimated and its reliable each month. I check out monthly specials for magazines in our home. I also renew when the magazine goes on special again. It just adds to the length of subscription. Also subscription are easy to managed right here on amazon. I've changed addresses a couple of times since the magazines have started. With no problems.,"Great mag for waiting the room, carpooling etc. Helps pass the time.",1397260800,,,magazine_subscriptions
3.0,True,"12 29, 2015",A2OTUWUSH49XIN,B000IJ84F6,,DaleDK,always good for a recipe or two.,Four Stars,1451347200,,,magazine_subscriptions
3.0,True,"07 17, 2014",A1YVERXNSRG014,B000069YW9,{'Format:': ' Print Magazine'},J. Crawford,"I've loved t
His Mag. for years!",Four Stars,1405555200,,,magazine_subscriptions
3.0,True,"05 23, 2015",A3DT3M3ADBA5AC,B001C4Q06G,{'Format:': ' Kindle Edition'},Leland Dickerman,relax,Four Stars,1432339200,,,magazine_subscriptions
3.0,True,"06 14, 2013",A3O652WDKMZCQL,B000IJ84F6,,D. Lyon,"I have always loved Family Circle and Woman's Day Magazines, however I believe they are just not as good as they used to be.  All cooking magazines are focusing on odd ingredients and so many Mexican recipes.  Come on now and get back to basics but with a little twist....not this kind of stuff.  Don't know any kids that would enjoy this type of food.",NOT AT GOOD AS IT USED TO BE,1371168000,2,,magazine_subscriptions
3.0,True,"09 14, 2015",AA14AMM03HMXW,B00005N7TM,,Amazon Customer,Too many drug ads.,Four Stars,1442188800,,,magazine_subscriptions
3.0,True,"12 29, 2015",A2064RG3BZICOP,B000IJ7RQ8,,Kathleen S.,ok,Four Stars,1451347200,,,magazine_subscriptions
3.0,True,"06 30, 2003",A1RPTVW5VEOSI,B00005N7T5,{'Format:': ' Print Magazine'},Michael J. Edelman,"The New Yorker was started by Harold Ross as a humor magazine, and grew into one of the world's most celebrated literary magazines. It never really made money or had a huge circulation, but survived thanks to the generosity of a number of private owners and publishers. I began reading the New Yorker thanks to my mother, who subscribed for nearly four decades. Through it I discovered Berton Rouche's fascinating ""Medical Detective"" stories, Calvin Trillin's hilarious stories about food and travel, the brilliant writing of John McPhee, and scores of other contemporary reporters and short story writers.
Then, in the 1980s, Trisha Brown then managed to completely trash the magazine in only a few short years. Circulation took off- for a time, at least- but the reputation of the New Yorker was sacrificed as it was turned into a gossip magazine. The low point, for me, at least, was a fawning article on poor Erich Honnekar's trial in Germany where he was being charged for ordering the shootings of those East Germans who tried to flee to the west. (Brown's husband, it turned out, had been retained by Honnekar's defense team to do PR work).
Old time subscribers defected by the thousands, and the new subscribers, being a fickle lot, let their subscriptions lapse as well once The New Yorker was no longer a hip fashion accessory to be seen on your coffeetable alongside the latest issue of Interview.
In recent years the magazine has regained some- but not all- or its former glory. The political analysis is still of the fawning variety (neither the Clintons nor the Kennedys can do any wrong) and the fiction has become even more parochial, but a lot of the good reporting has returned. I don't subscribe, but I do peruse issues on the newstand regularly in case I might come across a particularly intersting story. I suggest you might do the same.",Variable,1056931200,27,,magazine_subscriptions
3.0,True,"09 14, 2015",AA14AMM03HMXW,B00005NINY,{'Format:': ' Print Magazine'},Amazon Customer,Too many drug ads.,Four Stars,1442188800,,,magazine_subscriptions
3.0,True,"04 12, 2014",AKX8OYVWM0FDZ,B00007B10Y,{'Format:': ' Print Magazine'},Yolanda,I found it here at $5.00 a year special. Perfect reading for a waiting room. Fits great in my purse. The initial delivery was as estimated and its reliable each month. I check out monthly specials for magazines in our home. I also renew when the magazine goes on special again. It just adds to the length of subscription. Also subscription are easy to managed right here on amazon. I've changed addresses a couple of times since the magazines have started. With no problems.,"Great mag for waiting the room, carpooling etc. Helps pass the time.",1397260800,,,magazine_subscriptions
3.0,True,"02 24, 2015",A8N76G7E26DM4,B00007IJZT,{'Format:': ' Print Magazine'},What? Yep.,My subscription started quickly (within a month of ordering) and the photos are stunning--inspiration on every page. It's a great guilty pleasure.,It's a great guilty pleasure,1424736000,,,magazine_subscriptions
3.0,True,"12 25, 2012",A2KEE2U6XXU9IB,B00008RUJP,{'Format:': ' Print Magazine'},love to read,I really like Veranda for the beautiful homes they showcase. I gave it 4 stars instead of 5 because while it is so much fun to look at all the beauty not everyone has such grand homes. I did get some good decorating ideas from the magazine but just not practical for my lifestyle.,Beautiful homes,1356393600,,,magazine_subscriptions
3.0,True,"06 20, 2012",A1BX06Z8YC3RLS,B00005N7SM,{'Format:': ' Kindle Edition'},LYNNKS,"Okay I'm a little bit older than 17, but it was a free issue on the Kindle Fire. Looks nice on the Fire!! Guess being 17 hasn't changed much over the years either.",Seventeen,1340150400,,,magazine_subscriptions
3.0,True,"09 11, 2009",AVF9FV7AMRP5C,B00007BK3L,{'Format:': ' Print Magazine'},X. Liu,"Time magazine does a good job providing a general summary of news events each week. I feel that many reviewers have unrealistic expectations for this magazine. At the time I am writing this review, Amazon is charging $20 for a yearly subscription to Time, which amounts to less than forty cents per issue. At this low price, I do not expect high quality journalism but a magazine that does a basic job at covering general news.

For those seeking quality journalism, I recommend the economist, and the new yorker. By charging subscribers more, the economist has been able to afford to maintain and enhance the quality of its magazine. Keep in mind that a subscription to the economist is six times more than a subscription to Time magazine. At the time, I am writing this the magazine industry is experience record drops in advertising revenue, Time just announced layoffs. In light of all this, this magazine is doing its best to maintains its quality.

Pros
- Cheap
- Provides a general overview
- Has no annoying magazine inserts (my pet peeve)
Cons
- Lacks depth
- Moderate amount of advertising","Time is a decent weekly, you get what you pay for",1252627200,5,,magazine_subscriptions
3.0,True,"01 4, 2012",A33AQPJYH7UUXR,B00007AWXX,{'Format:': ' Print Magazine'},Desert Gypsy,"I had been a fan of ELLE magazine in the past but I recently started this subscription in large part because of the five dollars for a year deal; if the first issue is any indication of what to expect I'm happy I took the opportunity to order....

The fashion layouts are organized in such a way that even though the price tags mostly elude my budget, you can still appreciate and even make some sense of the trends they are taking about.

The articles are more than 10 seconds long; I had noted that other magazines have a very ADD approach to articles, like you'll burst into flames if it takes more than a minute flat to read. Nice variety here in articles of different lengths, with timely *and* interesting subjects like Tina Fey.

Beautifully photographed artsy/fashion section.

When I get a new magazine in the mail, I usually flip through and fold down pages I'd like to go back to. I consider it a good sign that this issue has many, many turn-downed corners waiting for my attention.

{regarding the subscription - ordered 11/17/11, received the first issue in December (Jan 2012 issue).}",you can tell a good magazine by how many corners you turn down....,1325635200,7,,magazine_subscriptions
3.0,True,"03 2, 2013",A2KGI1OPBP7UNJ,B00007IJZT,{'Format:': ' Print Magazine'},Suzanne Smith,"In Style is a favorite of mine, due to the layout, the information between the monthly covers, and the beauty of the magazine in general.",always a favorite,1362182400,,,magazine_subscriptions
3.0,True,"06 14, 2013",A3O652WDKMZCQL,B000IJ84F6,,D. Lyon,"I have always loved Family Circle and Woman's Day Magazines, however I believe they are just not as good as they used to be.  All cooking magazines are focusing on odd ingredients and so many Mexican recipes.  Come on now and get back to basics but with a little twist....not this kind of stuff.  Don't know any kids that would enjoy this type of food.",NOT AT GOOD AS IT USED TO BE,1371168000,2,,magazine_subscriptions
3.0,True,"11 11, 2014",A31ZT26Q43CI1A,B000OPOEEE,{'Format:': ' Print Magazine'},Diane Johnson,"This is a good magazine, but I can get it at my health club for free.",Prevention,1415664000,,,magazine_subscriptions
3.0,True,"07 31, 2014",A3Q3X8D98VH4FS,B000IJ7RQ8,,Reader,Timely delivery of this magazine but weekly is really too much.  I was having trouble keeping up with reading them.  I did not renew just because it was too many to read.  Just not enough time.  My fault.,Weekly too much,1406764800,,,magazine_subscriptions
3.0,True,"09 14, 2015",AA14AMM03HMXW,B00005N7TM,,Amazon Customer,Too many drug ads.,Four Stars,1442188800,,,magazine_subscriptions
3.0,True,"09 16, 2015",A3E90BH4019TC,B00007AVYI,{'Format:': ' Print Magazine'},Alvin D Bryan,ok,Four Stars,1442361600,,,magazine_subscriptions
3.0,True,"08 21, 2011",A1UM59TRK3VPAF,B00005NIND,{'Format:': ' Print Magazine'},K. Heinchon,"I breeze through it to look for any plain boring stuff they might have (not very often).  My wife likes to look at the desserts.  This was purchased for us as a gift and we renewed once, so it peaked our interest enough to do that.  Its a good magazine for the break room or the bathroom.",A little too fancy for me,1313884800,,,magazine_subscriptions
3.0,True,"04 12, 2014",AKX8OYVWM0FDZ,B000ICB4T6,,Yolanda,"The teens love the magazine in our home. I found it here at $5.00 a year special. I got each kid a there own copy. The initial delivery was as estimated and its reliable each month. I check out monthly specials for magazines in our home. I also renew when the magazine goes on special again. It just adds to the length of subscription. Also subscription are easy to managed right here on amazon. I've changed addresses a couple of times since the magazines have started. With no problems.

Warning to parents there is a section in the back called Cosmo exclusive in each month. The article does haves sexual content. Usually last 5 pages or so.",Would recommend this for older teens.,1397260800,,,magazine_subscriptions
3.0,True,"12 29, 2015",A2064RG3BZICOP,B000IJ7RQ8,,Kathleen S.,ok,Four Stars,1451347200,,,magazine_subscriptions
3.0,True,"12 29, 2015",A2OTUWUSH49XIN,B00005NIOA,{'Format:': ' Print Magazine'},DaleDK,ALWAYS FUN to look thru.,good stuff,1451347200,,,magazine_subscriptions
3.0,True,"08 9, 2014",A31M1C5W2G2Z65,B00007G2X5,{'Format:': ' Kindle Edition'},h k.,good,Four Stars,1407542400,,,magazine_subscriptions
3.0,True,"01 4, 2012",A33AQPJYH7UUXR,B00007AWXX,{'Format:': ' Print Magazine'},Desert Gypsy,"I had been a fan of ELLE magazine in the past but I recently started this subscription in large part because of the five dollars for a year deal; if the first issue is any indication of what to expect I'm happy I took the opportunity to order....

The fashion layouts are organized in such a way that even though the price tags mostly elude my budget, you can still appreciate and even make some sense of the trends they are taking about.

The articles are more than 10 seconds long; I had noted that other magazines have a very ADD approach to articles, like you'll burst into flames if it takes more than a minute flat to read. Nice variety here in articles of different lengths, with timely *and* interesting subjects like Tina Fey.

Beautifully photographed artsy/fashion section.

When I get a new magazine in the mail, I usually flip through and fold down pages I'd like to go back to. I consider it a good sign that this issue has many, many turn-downed corners waiting for my attention.

{regarding the subscription - ordered 11/17/11, received the first issue in December (Jan 2012 issue).}",you can tell a good magazine by how many corners you turn down....,1325635200,7,,magazine_subscriptions
3.0,True,"06 9, 2013",A29QM2KSNQ0XQH,B00005N7PN,{'Format:': ' Kindle Edition'},Kywoman,This is a good magazine with quite a few great ideals and cute updates for around the house.  I would recommend it to all.,Country Living,1370736000,,,magazine_subscriptions
3.0,True,"11 2, 2016",A7BTP3YNYRDLZ,B00005NIOD,{'Format:': ' Print Magazine'},Linda Standish,okay,Four Stars,1478044800,,,magazine_subscriptions
3.0,True,"03 20, 2011",A30JPZ9TZ7I61U,B00005N7SC,{'Format:': ' Print Magazine'},Christopher Barrett,"I do enjoy this publication greatly.  It is not quite as technical and in depth as I would like, but how many people would subscribe if it were readable only to physics PhDs?  I do rather enjoy the 'scratching the surface' approach to the articles. I find that there is enough information to give a good overview and decent scientific understanding of the topic yet it is not so complex that I feel as if I am 'working'.

There are also some interesting nerdy fun articles such as the worst ideas from the DOD (flying humvees, mutant mosquitos, etc...) to keep a smile of your face.  However, the vast majority of the articles are serious and well written.  There is enough variety of chemistry, astronomy, physics, biology, and environmental science to keep most scientifically minded people interested.  I look forward to each and every issue.",Very good for scratching the surface of science.,1300579200,,,magazine_subscriptions
3.0,True,"03 6, 2017",AA14AMM03HMXW,B001LF4EVO,,Amazon Customer,Nice variety of recipes.,Four Stars,1488758400,,,magazine_subscriptions
3.0,True,"08 21, 2011",A1UM59TRK3VPAF,B000069YW9,{'Format:': ' Print Magazine'},K. Heinchon,"These are the types of magazines that you want to keep on your bookshelf.  The pictures are all very artistic.  The paper is thick, high quality paper.  The recipes are all great.  At least try a 1 year subscription if you aren't sure about it.  At the very least you will have a handful of gifts to give to people who like to cook.",High Quality,1313884800,,,magazine_subscriptions
3.0,True,"09 18, 2015",A2MOU9Z4B0W8Q4,B00005NIOO,{'Format:': ' Kindle Edition'},Sam Davis,Been reading this for years.  If you are interested in nutrition and better health...this is the one.,If you are interested in nutrition and better health.,1442534400,2,,magazine_subscriptions
3.0,True,"07 11, 2017",A1S7UFW5QWF2NJ,B00005NIOD,{'Format:': ' Kindle Edition'},Diana Hansen,A good magazine,Four Stars,1499731200,,,magazine_subscriptions
3.0,True,"02 18, 2016",A3UGHNEHEVSFPT,B0000AWD92,,L. Belasco,I only purchased one issue to read about Serena Williams.  Not sure if I'll buy another issue or maybe order the subscription in the future.,Only one issue,1455753600,2,,magazine_subscriptions
3.0,True,"05 11, 2013",A3UJSDO73QCIQT,B00005N7PN,{'Format:': ' Print Magazine'},susan,"have to pare down money and time issues, so this one lost out, but its one of my favorites, its got great antique finds crafty ideas, i like that, but but verand and traditional home won the toss to keeep","letting this one go to,",1368230400,,,magazine_subscriptions
3.0,True,"09 22, 2011",A2X02RWQ8RFYUW,B01CF3ECNK,,Cody Knows,I love this magazine because of the way it is put together. The page of favorite things is fun to look at and the dog recipe is one my dog looks forward to each month.,Rachel Ray magazine,1316649600,,,magazine_subscriptions
3.0,True,"01 1, 2018",A3QNV9LUNM589P,B00005N7U1,{'Format:': ' Print Magazine'},raczniak,Love this.,Informative,1514764800,,,magazine_subscriptions
3.0,True,"05 23, 2015",A3DT3M3ADBA5AC,B001C4Q06G,{'Format:': ' Kindle Edition'},Leland Dickerman,relax,Four Stars,1432339200,,,magazine_subscriptions
3.0,True,"09 14, 2015",AA14AMM03HMXW,B00005N7QG,{'Format:': ' Print Magazine'},Amazon Customer,Too many drug ads.,Four Stars,1442188800,,,magazine_subscriptions
3.0,True,"04 20, 2009",AG6TX1ZJHLMO7,B00005NIOW,{'Format:': ' Print Magazine'},W. Dietrich,"I grew up in the Bay Area, went to college and lived for 10 years in the Sonoma area, and now reside in Las Vegas. I can tell you from experience the when Sunset writes about any of the above mentioned places they usually hit it spot on what to do and where to go. I was in SF this last weekend and both where I went for my burrito in the Mission District and when I went to Brite Rite for ice cram had their clipping from Sunset on the wall. I went to these places because I knew they were the places to go not because I read about them in Sunset, but it goes to show you Sunset does not steer you wrong.

I have gone to several places mentioned in the magazine and was not disappointed. I would say that Sunset is best used as a travel guide. I also enjoy their food tips my wife and I typically try one receipe per month for the magazine. What I would like to see is more indepth articles that don't concern travel. I would also like to see a more extensive gardening section the few tips I get are nice but this section could be expanded",Best of the West,1240185600,3,,magazine_subscriptions
3.0,True,"03 14, 2014",A31ZT26Q43CI1A,B00005N7SG,{'Format:': ' Print Magazine'},Diane Johnson,"I like this subscription for this year, but I probably won't renew.  There are some useful articles, but I like Woman's Day better.",Redbook,1394755200,,,magazine_subscriptions
3.0,True,"09 15, 2017",A2POC948V7UI89,B000IJ7RQ8,,Amazon Customer,good,Four Stars,1505433600,,,magazine_subscriptions
3.0,True,"10 24, 2012",A309PFW8T6DMMZ,B00005N7PN,{'Format:': ' Print Magazine'},Jessica Inman,"This is relatively light reading. Don't expect detailed plans for how to implement any of the ideas shown. However, I usually get at least a couple good ideas of out each issue. I prefer this magazine to Martha Stewart Living, which is more food-focused. Don't get me wrong - there are still plenty of food recipes in each issue of Country Living. However, it's a nice balance between articles on food, decor, DIY/crafts, flowers, and entertaining.

UPDATE: I used to look forward to receiving my issues in the mail. However, the magazine seems to be going in a new direction. One part of that is focusing more on older items, such as expensive vintage items I could never afford to buy. Another part is focusing on rustic items with patina, but to me, the items just look rusty and neglected. Those gruff items are pricey too. I don't want to fill my home with a bunch of nonsense items. That includes the nature-inspired items such as taxidermy. I'm not sure what is going on with this magazine to be honest. It's still somewhat enjoyable to read, but I may not renew my subscription.","A fun magazine, but going downhill",1351036800,7,,magazine_subscriptions
3.0,True,"02 24, 2014",A5QQOOZJOVPSF,B00005N7PT,{'Format:': ' Print Magazine'},John L. Mehlmauer,"Very Interesting.  Discover articles are always informative, and alwys worth the time to read, and keep for future reference.
I always keep back issues.",Alien Worlds on Earth,1393200000,,,magazine_subscriptions
3.0,True,"12 23, 2015",A1E70JPINYFF45,B00007IJZT,{'Format:': ' Print Magazine'},tai,love everything about this magazine,Four Stars,1450828800,,,magazine_subscriptions
3.0,True,"01 1, 2018",A3QNV9LUNM589P,B00005N7U1,{'Format:': ' Print Magazine'},raczniak,Love this.,Informative,1514764800,,,magazine_subscriptions
3.0,True,"04 12, 2014",AKX8OYVWM0FDZ,B00005NIOO,{'Format:': ' Print Magazine'},Yolanda,I found it here at $5.00 a year special.  It fits in my purse. When its handy while I'm in waiting rooms. The articles are short to the point. The initial delivery was as estimated and its reliable each month. I check out monthly specials for magazines in our home. I also renew when the magazine goes on special again. It just adds to the length of subscription. Also subscription are easy to managed right here on amazon. I've changed addresses a couple of times since the magazines have started. With no problems.,Great information that fits perfectly in my purse.,1397260800,2,,magazine_subscriptions
3.0,True,"08 21, 2011",A1UM59TRK3VPAF,B000069YW9,{'Format:': ' Print Magazine'},K. Heinchon,"These are the types of magazines that you want to keep on your bookshelf.  The pictures are all very artistic.  The paper is thick, high quality paper.  The recipes are all great.  At least try a 1 year subscription if you aren't sure about it.  At the very least you will have a handful of gifts to give to people who like to cook.",High Quality,1313884800,,,magazine_subscriptions
3.0,True,"09 20, 2012",A2OTUWUSH49XIN,B00005R8BR,{'Format:': ' Print Magazine'},DaleDK,Lots to read.  Sometimes I grab a magazine to through and relax.  this is NOT one of those magazines.,Lots to read. Sometimes I grab a magazine to ...,1348099200,,,magazine_subscriptions
3.0,True,"11 29, 2012",A2DJFYBB2L5VSN,B00005NIN8,,University Doc,"I love hiking and the outdoors. I've always enjoyed reading backpacker and three years ago, I subscribed for three years. Now, my subscripiton is coming to an end. I almost didn't renew, as with other magazines of late, the quality is going downhill and the magazine has lost about 20 pages. It is not what is used to be. There seems to be a trend out there, and I can't be the only one that notices it, but over the last year or so, some of my favorite magazines have cut down on the amount of pages in each issue and it is noticeable. I know the economy is in a sh-t, but I did pay in advance for a cerain magazine. Suddenly, all these magazine shrink the issues without any notice what so over. And they expect to keep us when the price remains the same for less of the magazine. I don't know. For this reason, I didn't want to pay a lot to renew. I figured I'd renew for one more year to give it a chance, and see where the magazine is headed. Happily, the price at Amazon.com beat the renewal/new subscription prices offered by Backpacker magazine itself. Imagine that. Hopefully, Backpacker goes back to where it was, instead of where it seems to be going. If it doesn't, it'll be another magazine I will not renew. You'd think the publishers would want to keep the subscribers they do have, but they don't. I know because I have contacted editors of a few magazines: Smart Computing for one and the editor first asked me what I missed. When I told him, he couldn't care less. What a bad attitude! Needless to say, I cancelled my three subscription and received a refund, only partial because they wanted to keep all my money.",Going downhill slowly...Not what it used to be!,1354147200,8,,magazine_subscriptions
3.0,True,"10 14, 2012",A324GIXX5SIYGA,B00005N7QN,{'Format:': ' Print Magazine'},Pinktooth,I like the magazine. They have good fashion articles and all the latest bags and accessories. The articles do not directly pertain to me but I like the way they showcase all the new fashion.,I like it,1350172800,,,magazine_subscriptions
3.0,True,"02 15, 2013",A2KGI1OPBP7UNJ,B00005N7TG,{'Format:': ' Print Magazine'},Suzanne Smith,"Always some nice photo shoots, though they tend to go back to grungy a bit often for my taste these days.",Good stuff,1360886400,,,magazine_subscriptions
3.0,True,"08 23, 2016",A2TBEAJ6XSLSN1,B000IOE9Y6,,afan,"love the magazine, just wish that they could get the address correct on delivery tab",Four Stars,1471910400,,,magazine_subscriptions
3.0,True,"12 25, 2012",A2KEE2U6XXU9IB,B00008RUJP,{'Format:': ' Print Magazine'},love to read,I really like Veranda for the beautiful homes they showcase. I gave it 4 stars instead of 5 because while it is so much fun to look at all the beauty not everyone has such grand homes. I did get some good decorating ideas from the magazine but just not practical for my lifestyle.,Beautiful homes,1356393600,,,magazine_subscriptions
3.0,True,"01 31, 2018",A26F9Q8KAXY4D8,B00005NIND,{'Format:': ' Print Magazine'},Elisa A,Good read,Four Stars,1517356800,,,magazine_subscriptions
3.0,True,"03 31, 2017",A1EWCCX0LSRO7J,B00X6LREJU,,YL,"If you are someone who actually cooks, you'll enjoy this.",you'll enjoy this.,1490918400,,,magazine_subscriptions
3.0,True,"06 20, 2012",A1BX06Z8YC3RLS,B00005N7SM,{'Format:': ' Kindle Edition'},LYNNKS,"Okay I'm a little bit older than 17, but it was a free issue on the Kindle Fire. Looks nice on the Fire!! Guess being 17 hasn't changed much over the years either.",Seventeen,1340150400,,,magazine_subscriptions
3.0,True,"11 15, 2017",A383AX3OEDTU6Y,B00005N7Q5,{'Format:': ' Print Magazine'},Stephanie Tate,Husband and I enjoy the magazine.,Four Stars,1510704000,,,magazine_subscriptions
3.0,True,"03 19, 2016",A3KULSJKPNF1A9,B000FTJ7JQ,{'Format:': ' Print Magazine'},John P DiGregorio,great,Four Stars,1458345600,,,magazine_subscriptions
3.0,True,"02 11, 2015",A2DJFYBB2L5VSN,B000P6YM4Y,,University Doc,"Purchased this as a gift for the local library. The children there love it, which makes me very happy. Lots of information provided for the little ones.
Overall, a great purchase I recommend without hesitation.",great magazine for little ones!,1423612800,4,,magazine_subscriptions
3.0,True,"05 23, 2015",A3DT3M3ADBA5AC,B001C4Q06G,{'Format:': ' Kindle Edition'},Leland Dickerman,relax,Four Stars,1432339200,,,magazine_subscriptions
3.0,True,"03 31, 2017",A1EWCCX0LSRO7J,B00X6LREJU,,YL,"If you are someone who actually cooks, you'll enjoy this.",you'll enjoy this.,1490918400,,,magazine_subscriptions
3.0,True,"06 8, 2013",A1PEOGIXZK8NEC,B00005NIOH,{'Format:': ' Print Magazine'},aunt lulu,I just decided that I will handle my subscription through NG.  It is simpler for me to contact their department. Thanks,National Geographic subscription,1370649600,,,magazine_subscriptions
3.0,True,"12 29, 2015",A2OTUWUSH49XIN,B00005N7PN,{'Format:': ' Print Magazine'},DaleDK,some interesting stuff.,Four Stars,1451347200,,,magazine_subscriptions
3.0,True,"11 26, 2015",A1APD0GQAENV32,B00005NIOC,{'Format:': ' Print Magazine'},Dave L.,I enjoyed my subscription to Men's Journal. The articles are great and I learned a few things to up my style game.,Men's Journal worked for me,1448496000,,,magazine_subscriptions
3.0,True,"03 31, 2017",A1EWCCX0LSRO7J,B00005N7SC,{'Format:': ' Print Magazine'},YL,I think it is a good magazine.,Four Stars,1490918400,,,magazine_subscriptions
3.0,True,"03 6, 2017",AA14AMM03HMXW,B001LF4EVO,,Amazon Customer,Nice variety of recipes.,Four Stars,1488758400,,,magazine_subscriptions
3.0,True,"11 2, 2016",A7BTP3YNYRDLZ,B000XXDJ70,,Linda Standish,okay,Four Stars,1478044800,,,magazine_subscriptions
3.0,True,"07 31, 2014",A3Q3X8D98VH4FS,B0037STB02,{'Format:': ' Print Magazine'},Reader,Timely delivery of this magazine but weekly is really too much.  I was having trouble keeping up with reading them.  I did not renew just because it was too many to read.  Just not enough time.  My fault.,Weekly too much,1406764800,,,magazine_subscriptions
3.0,True,"03 19, 2016",A3KULSJKPNF1A9,B00005NIOA,{'Format:': ' Print Magazine'},John P DiGregorio,wife loves this.,Four Stars,1458345600,,,magazine_subscriptions
3.0,True,"11 29, 2012",A2DJFYBB2L5VSN,B00005NIN8,,University Doc,"I love hiking and the outdoors. I've always enjoyed reading backpacker and three years ago, I subscribed for three years. Now, my subscripiton is coming to an end. I almost didn't renew, as with other magazines of late, the quality is going downhill and the magazine has lost about 20 pages. It is not what is used to be. There seems to be a trend out there, and I can't be the only one that notices it, but over the last year or so, some of my favorite magazines have cut down on the amount of pages in each issue and it is noticeable. I know the economy is in a sh-t, but I did pay in advance for a cerain magazine. Suddenly, all these magazine shrink the issues without any notice what so over. And they expect to keep us when the price remains the same for less of the magazine. I don't know. For this reason, I didn't want to pay a lot to renew. I figured I'd renew for one more year to give it a chance, and see where the magazine is headed. Happily, the price at Amazon.com beat the renewal/new subscription prices offered by Backpacker magazine itself. Imagine that. Hopefully, Backpacker goes back to where it was, instead of where it seems to be going. If it doesn't, it'll be another magazine I will not renew. You'd think the publishers would want to keep the subscribers they do have, but they don't. I know because I have contacted editors of a few magazines: Smart Computing for one and the editor first asked me what I missed. When I told him, he couldn't care less. What a bad attitude! Needless to say, I cancelled my three subscription and received a refund, only partial because they wanted to keep all my money.",Going downhill slowly...Not what it used to be!,1354147200,8,,magazine_subscriptions
3.0,True,"06 4, 2010",A3O652WDKMZCQL,B0006PUYLY,{'Format:': ' Print Magazine'},D. Lyon,"I was only disappointed with the subscription department.  I'm sure it wasn't Amazon's fault, but we just can't seem to get this straightened out.  I tried to get this magazine as a renewal for someone as a gift, but they keep sending it to me and I've written to Amazon at least twice to correct it.  Otherwise, I love the magazine.",Great Magazine,1275609600,,,magazine_subscriptions
